"ID","gene","pathway"
"461","GRMZM2G070092","traumatin and (<i>Z<i>)-3-hexen-1-yl acetate biosynthesis"
"462","GRMZM2G070092","traumatin and (<i>Z<i>)-3-hexen-1-yl acetate biosynthesis"
"463","GRMZM2G070092","jasmonic acid biosynthesis"
"464","GRMZM2G381169","lipid-dependent phytate biosynthesis II (via Ins(134)P<sub>3<sub>)"
"465","GRMZM2G381169","D-<i>myo<i>-inositol (3456)-tetrakisphosphate biosynthesis"
"466","GRMZM2G381169","D-<i>myo<i>-inositol (1456)-tetrakisphosphate biosynthesis"
"467","GRMZM2G381169","1D-<i>myo<i>-inositol hexakisphosphate biosynthesis V (from Ins(134)P3)"
"468","GRMZM2G381169","1D-<i>myo<i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza<i>)"
"469","GRMZM2G381169","D-<i>myo<i>-inositol (3456)-tetrakisphosphate biosynthesis"
"470","GRMZM2G381169","lipid-dependent phytate biosynthesis II (via Ins(134)P<sub>3<sub>)"
"471","GRMZM2G381169","1D-<i>myo<i>-inositol hexakisphosphate biosynthesis V (from Ins(134)P3)"
"472","GRMZM5G848550","xanthophyll cycle"
"473","GRMZM5G848550","antheraxanthin and violaxanthin biosynthesis"
"474","GRMZM5G848550","carotenoid biosynthesis (from lycopene to carotene and xanthophyll)"
"475","GRMZM5G848550","xanthophyll cycle"
"476","GRMZM5G848550","antheraxanthin and violaxanthin biosynthesis"
"477","GRMZM5G848550","carotenoid biosynthesis (from lycopene to carotene and xanthophyll)"
"478","GRMZM5G870446","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"479","GRMZM5G870446","aerobic respiration -- electron donor II"
"480","GRMZM5G870446","NADNADH phosphorylation and dephosphorylation"
"481","GRMZM5G889705","lipoate biosynthesis and incorporation I"
"482","GRMZM2G125233","galactose degradation I (Leloir pathway)"
"483","GRMZM2G125356","homogalacturonan degradation"
"484","GRMZM2G039723","Calvin-Benson-Bassham cycle"
"485","GRMZM2G039723","glycolysis III"
"486","GRMZM2G039723","gluconeogenesis I"
"487","GRMZM2G039723","glycolysis I"
"488","GRMZM2G039723","glycolysis IV (plant cytosol)"
"489","GRMZM2G162845","Calvin-Benson-Bassham cycle"
"490","GRMZM2G162845","glycolysis III"
"491","GRMZM2G162845","gluconeogenesis I"
"492","GRMZM2G162845","glycolysis I"
"493","GRMZM2G162845","glycolysis IV (plant cytosol)"
"494","GRMZM5G821433","Calvin-Benson-Bassham cycle"
"495","GRMZM5G821433","glycolysis III"
"496","GRMZM5G821433","gluconeogenesis I"
"497","GRMZM5G821433","glycolysis I"
"498","GRMZM5G821433","glycolysis IV (plant cytosol)"
"499","GRMZM2G057220","homogalacturonan degradation"
"500","GRMZM2G171383","tryptophan biosynthesis"
"501","GRMZM2G135470","glycine betaine biosynthesis III (plants)"
"502","GRMZM2G135470","citrulline biosynthesis"
"503","GRMZM2G135470","proline biosynthesis I"
"504","GRMZM2G135470","arginine degradation I (arginase pathway)"
"505","GRMZM2G135470","proline degradation"
"506","GRMZM2G032143","phosphatidylcholine biosynthesis I"
"507","GRMZM2G032143","choline biosynthesis I"
"508","GRMZM2G032143","phosphatidylethanolamine biosynthesis II"
"509","GRMZM2G064159","arginine degradation IV (arginine decarboxylaseagmatine deiminase pathway)"
"510","GRMZM2G064159","putrescine biosynthesis II"
"511","GRMZM2G169516","tryptophan biosynthesis"
"512","GRMZM2G021482","glycerol degradation I"
"513","GRMZM2G038934","glycerol degradation I"
"514","GRMZM2G428924","brassinosteroid biosynthesis II"
"515","GRMZM2G367768","brassinosteroid biosynthesis II"
"516","GRMZM2G132994","phospholipases"
"517","GRMZM2G025366","leucine biosynthesis"
"518","GRMZM2G025366","TCA cycle variation III (eukaryotic)"
"519","GRMZM2G025366","glutamine biosynthesis III"
"520","GRMZM2G359735","adenosine nucleotides <i>de novo<i> biosynthesis"
"521","GRMZM5G850786","triacylglycerol degradation"
"522","GRMZM5G897749","triacylglycerol degradation"
"523","GRMZM5G813055","triacylglycerol degradation"
"524","GRMZM2G018441","photorespiration"
"525","GRMZM2G070279","23-dihydroxybenzoate biosynthesis"
"526","GRMZM2G070279","pyruvate fermentation to ethanol II"
"527","GRMZM2G070279","acetaldehyde biosynthesis I"
"528","GRMZM2G070279","ethanol degradation II (cytosol)"
"529","GRMZM2G070279","valine degradation II"
"530","GRMZM2G070279","leucine degradation III"
"531","GRMZM2G070279","phenylethanol biosynthesis"
"532","GRMZM2G066162","cellulose biosynthesis"
"533","GRMZM2G125635","spermine biosynthesis"
"534","GRMZM2G125635","spermidine biosynthesis I"
"535","GRMZM2G062390","betanidin degradation"
"536","GRMZM2G000223","adenosine nucleotides <i>de novo<i> biosynthesis"
"537","GRMZM2G377641","triacylglycerol degradation"
"538","AC199705.3_FG008","triacylglycerol degradation"
"539","GRMZM2G031628","DIMBOA-glucoside degradation"
"540","GRMZM2G031628","coumarin biosynthesis (via 2-coumarate)"
"541","GRMZM2G031660","DIMBOA-glucoside degradation"
"542","GRMZM2G031660","coumarin biosynthesis (via 2-coumarate)"
"543","GRMZM2G043887","glycine biosynthesis IV"
"544","GRMZM2G122340","cytokinins degradation"
"545","GRMZM2G122340","cytokinins degradation"
"546","GRMZM2G122340","cytokinins degradation"
"547","GRMZM2G122340","cytokinins degradation"
"548","GRMZM2G122340","cytokinins degradation"
"549","GRMZM2G122340","betanidin degradation"
"550","GRMZM5G854655","flavonol glucosylation I"
"551","GRMZM5G854655","flavonol glucosylation I"
"552","GRMZM5G854655","flavonol glucosylation I"
"553","GRMZM5G854655","cytokinins-<i>O<i>-glucoside biosynthesis"
"554","GRMZM5G854655","cytokinins-<i>O<i>-glucoside biosynthesis"
"555","GRMZM2G164714","glyoxylate cycle"
"556","GRMZM2G040664","nitrogen fixation"
"557","GRMZM2G168953","23-dihydroxybenzoate biosynthesis"
"558","GRMZM2G168976","citrulline biosynthesis"
"559","GRMZM2G168976","proline biosynthesis I"
"560","GRMZM2G169005","23-dihydroxybenzoate biosynthesis"
"561","GRMZM2G468855","23-dihydroxybenzoate biosynthesis"
"562","GRMZM2G155502","valine degradation I"
"563","GRMZM2G427097","alanine degradation II (to D-lactate)"
"564","GRMZM2G427097","glutamate degradation I"
"565","GRMZM2G322586","pinobanksin biosynthesis"
"566","GRMZM2G322586","leucopelargonidin and leucocyanidin biosynthesis"
"567","GRMZM2G322586","leucodelphinidin biosynthesis"
"568","GRMZM2G322586","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"569","GRMZM2G152135","lutein biosynthesis"
"570","GRMZM2G152135","zeaxanthin biosynthesis"
"571","GRMZM2G152135","zeaxanthin biosynthesis"
"572","GRMZM5G894619","ethylene biosynthesis from methionine"
"573","GRMZM5G894619","glycerol degradation I"
"574","GRMZM5G894619","glycerol degradation IV"
"575","GRMZM5G894619","glycerol-3-phosphate shuttle"
"576","GRMZM2G040359","triacylglycerol degradation"
"577","AC235534.1_FG007","glycolysis III"
"578","AC235534.1_FG007","glycolysis I"
"579","AC235534.1_FG007","glycolysis IV (plant cytosol)"
"580","GRMZM2G090230","phospholipases"
"581","AC209206.3_FG014","esculetin biosynthesis"
"582","GRMZM2G344476","acyl-CoA hydrolysis"
"583","GRMZM5G884600","glutathione redox reactions I"
"584","GRMZM5G884600","glutathione redox reactions I"
"585","AF466202.2_FG012","flavonoid biosynthesis"
"586","AF466202.2_FG012","phenylpropanoid biosynthesis"
"587","AF466202.2_FG012","simplecoumarins biosynthesis"
"588","AF466202.2_FG012","4-hydroxybenzoate biosynthesis V"
"589","AF466202.2_FG012","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"590","GRMZM2G125656","adenosine nucleotides <i>de novo<i> biosynthesis"
"591","GRMZM2G125656","purine nucleotides <i>de novo<i> biosynthesis II"
"592","GRMZM2G379540","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"593","GRMZM2G379540","aerobic respiration -- electron donor II"
"594","GRMZM2G379540","NADNADH phosphorylation and dephosphorylation"
"595","GRMZM2G128057","adenosine nucleotides <i>de novo<i> biosynthesis"
"596","GRMZM2G128057","purine nucleotides <i>de novo<i> biosynthesis II"
"597","GRMZM2G128074","gluconeogenesis I"
"598","GRMZM2G128074","superpathway of glyoxylate cycle"
"599","GRMZM2G097636","glycolysis III"
"600","GRMZM2G097636","Calvin-Benson-Bassham cycle"
"601","GRMZM2G097636","gluconeogenesis I"
"602","GRMZM2G097636","glycolysis I"
"603","GRMZM2G097636","glycolysis IV (plant cytosol)"
"604","GRMZM2G097638","glycolysis III"
"605","GRMZM2G097638","Calvin-Benson-Bassham cycle"
"606","GRMZM2G097638","gluconeogenesis I"
"607","GRMZM2G097638","glycolysis I"
"608","GRMZM2G097638","glycolysis IV (plant cytosol)"
"609","GRMZM2G438178","pyruvate fermentation to ethanol II"
"610","GRMZM2G438178","acetaldehyde biosynthesis II"
"611","GRMZM2G438178","acetaldehyde biosynthesis I"
"612","GRMZM2G438178","valine degradation II"
"613","GRMZM2G438178","leucine degradation III"
"614","GRMZM2G032282","chlorophyllide <i>a<i> biosynthesis I"
"615","GRMZM2G032282","heme biosynthesis from uroporphyrinogen-III I"
"616","GRMZM2G019986","colanic acid building blocks biosynthesis"
"617","GRMZM2G019986","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"618","GRMZM2G019986","galactose degradation III"
"619","GRMZM2G019986","glycogen biosynthesis II (from UDP-D-Glucose)"
"620","GRMZM2G019986","sucrose degradation III"
"621","GRMZM2G019986","stachyose degradation"
"622","GRMZM2G019986","UDP-glucose biosynthesis (from glucose 6-phosphate)"
"623","GRMZM2G019986","sucrose biosynthesis"
"624","GRMZM2G019986","UDP-<i>N<i>-acetyl-D-glucosamine biosynthesis II"
"625","GRMZM2G025243","23-dihydroxybenzoate biosynthesis"
"626","GRMZM2G025243","valine degradation II"
"627","GRMZM2G025243","leucine degradation III"
"628","GRMZM2G025243","phenylethanol biosynthesis"
"629","GRMZM2G126957","tRNA charging pathway"
"630","GRMZM2G071924","tRNA charging pathway"
"631","GRMZM2G145460","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"632","GRMZM2G145460","brassinosteroid biosynthesis II"
"633","GRMZM2G145460","colanic acid building blocks biosynthesis"
"634","GRMZM2G145460","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"635","GRMZM2G145460","galactose degradation III"
"636","GRMZM2G145460","galactose degradation I (Leloir pathway)"
"637","GRMZM2G145460","stachyose degradation"
"638","GRMZM2G145460","UDP-galactose biosynthesis"
"639","GRMZM2G121612","glycogen biosynthesis I (from ADP-D-Glucose)"
"640","GRMZM2G121612","starch biosynthesis"
"641","GRMZM2G121605","esculetin biosynthesis"
"642","GRMZM2G396856","chlorophyllide <i>a<i> biosynthesis I"
"643","GRMZM2G396856","heme biosynthesis from uroporphyrinogen-III I"
"644","GRMZM2G396856","spermine and spermidine degradation II"
"645","GRMZM2G396856","spermine and spermidine degradation II"
"646","GRMZM2G448051","betanidin degradation"
"647","GRMZM2G097854","23-<i>trans<i>-flavanols biosynthesis"
"648","GRMZM2G097854","23-<i>trans<i>-flavanols biosynthesis"
"649","GRMZM2G097854","23-<i>trans<i>-flavanols biosynthesis"
"650","GRMZM2G097854","23-<i>cis<i>-flavanols biosynthesis"
"651","GRMZM2G097854","23-<i>cis<i>-flavanols biosynthesis"
"652","GRMZM2G097854","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"653","GRMZM2G097854","23-<i>cis<i>-flavanols biosynthesis"
"654","GRMZM2G097841","23-<i>trans<i>-flavanols biosynthesis"
"655","GRMZM2G097841","23-<i>trans<i>-flavanols biosynthesis"
"656","GRMZM2G097841","brassinosteroid biosynthesis II"
"657","GRMZM2G097841","23-<i>trans<i>-flavanols biosynthesis"
"658","GRMZM2G097841","23-<i>cis<i>-flavanols biosynthesis"
"659","GRMZM2G097841","23-<i>cis<i>-flavanols biosynthesis"
"660","GRMZM2G097841","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"661","GRMZM2G097841","23-<i>cis<i>-flavanols biosynthesis"
"662","GRMZM2G431504","23-<i>trans<i>-flavanols biosynthesis"
"663","GRMZM2G431504","23-<i>trans<i>-flavanols biosynthesis"
"664","GRMZM2G431504","brassinosteroid biosynthesis II"
"665","GRMZM2G431504","23-<i>trans<i>-flavanols biosynthesis"
"666","GRMZM2G431504","23-<i>cis<i>-flavanols biosynthesis"
"667","GRMZM2G431504","23-<i>cis<i>-flavanols biosynthesis"
"668","GRMZM2G431504","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"669","GRMZM2G431504","23-<i>cis<i>-flavanols biosynthesis"
"670","GRMZM2G143102","homogalacturonan biosynthesis"
"671","GRMZM2G177373","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"672","GRMZM2G177373","brassinosteroid biosynthesis II"
"673","GRMZM2G177373","colanic acid building blocks biosynthesis"
"674","GRMZM2G177373","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"675","GRMZM2G177373","galactose degradation III"
"676","GRMZM2G177373","galactose degradation I (Leloir pathway)"
"677","GRMZM2G177373","stachyose degradation"
"678","GRMZM2G177373","UDP-galactose biosynthesis"
"679","GRMZM2G177373","UDP-D-xylose and UDP-D-glucuronate biosynthesis"
"680","GRMZM2G177412","tetrapyrrole biosynthesis I"
"681","GRMZM2G177412","chorismate biosynthesis I"
"682","GRMZM2G128549","homogalacturonan degradation"
"683","GRMZM2G114325","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"684","GRMZM2G114325","aerobic respiration -- electron donor II"
"685","GRMZM2G114325","NADNADH phosphorylation and dephosphorylation"
"686","GRMZM2G003190","fatty acid biosynthesis initiation I"
"687","GRMZM2G003190","palmitate biosynthesis II (bacteria and plants)"
"688","GRMZM2G003190","palmitate biosynthesis II (bacteria and plants)"
"689","GRMZM2G003190","palmitate biosynthesis II (bacteria and plants)"
"690","GRMZM2G003190","palmitate biosynthesis II (bacteria and plants)"
"691","GRMZM2G003190","palmitate biosynthesis II (bacteria and plants)"
"692","GRMZM2G003190","stearate biosynthesis II (plants)"
"693","GRMZM2G426242","flavonol glucosylation I"
"694","GRMZM2G426242","flavonol glucosylation I"
"695","GRMZM2G426242","flavonol glucosylation I"
"696","GRMZM2G426242","cytokinins-<i>O<i>-glucoside biosynthesis"
"697","GRMZM2G426242","cytokinins-<i>O<i>-glucoside biosynthesis"
"698","GRMZM2G009323","valine biosynthesis"
"699","GRMZM2G009323","isoleucine biosynthesis I (from threonine)"
"700","GRMZM2G009323","serine biosynthesis"
"701","GRMZM2G143480","riboflavin biosynthesis I (plastidic)"
"702","GRMZM2G098290","ammonia assimilation cycle II"
"703","GRMZM2G098290","nitrate reduction II (assimilatory)"
"704","GRMZM2G098290","glutamine biosynthesis III"
"705","GRMZM2G067424","flavonol glucosylation I"
"706","GRMZM2G067424","flavonol glucosylation I"
"707","GRMZM2G067424","flavonol glucosylation I"
"708","GRMZM2G067299","lipid-dependent phytate biosynthesis I (via Ins(145)P<sub>3<sub>)"
"709","GRMZM2G067299","lipid-dependent phytate biosynthesis II (via Ins(134)P<sub>3<sub>)"
"710","GRMZM2G067299","1D-<i>myo<i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza<i>)"
"711","GRMZM2G067299","1D-<i>myo<i>-inositol hexakisphosphate biosynthesis I  (from Ins(145)P3)"
"712","GRMZM2G067299","1D-<i>myo<i>-inositol hexakisphosphate biosynthesis V (from Ins(134)P3)"
"713","GRMZM2G106376","6-hydroxymethyl-dihydropterin diphosphate biosynthesis"
"714","GRMZM5G814035","CDP-diacylglycerol biosynthesis II"
"715","GRMZM5G814035","CDP-diacylglycerol biosynthesis I"
"716","GRMZM5G814035","triacylglycerol biosynthesis"
"717","GRMZM2G125083","CDP-diacylglycerol biosynthesis II"
"718","GRMZM2G125083","CDP-diacylglycerol biosynthesis I"
"719","GRMZM2G125083","triacylglycerol biosynthesis"
"720","GRMZM2G464176","palmitate biosynthesis II (bacteria and plants)"
"721","GRMZM2G464176","acyl-ACP thioesterase pathway"
"722","GRMZM2G464176","palmitoleate biosynthesis II"
"723","GRMZM2G464176","<i>cis<i>-vaccenate biosynthesis"
"724","GRMZM2G464137","methionine salvage I"
"725","GRMZM2G340065","phospholipases"
"726","GRMZM2G150014","adenosine nucleotides <i>de novo<i> biosynthesis"
"727","GRMZM2G150248","chlorophyllide <i>a<i> biosynthesis I"
"728","GRMZM2G150248","heme biosynthesis from uroporphyrinogen-III I"
"729","GRMZM2G323024","chlorophyllide <i>a<i> biosynthesis I"
"730","GRMZM2G343144","cellulose biosynthesis"
"731","GRMZM2G043776","uridine-5-phosphate biosynthesis"
"732","GRMZM2G008714","glycolysis III"
"733","GRMZM2G008714","glycolysis I"
"734","GRMZM2G008714","glycolysis IV (plant cytosol)"
"735","GRMZM2G008714","Rubisco shunt"
"736","GRMZM2G173413","allantoin degradation to ureidoglycolate I (urea producing)"
"737","GRMZM2G173413","allantoin degradation to ureidoglycolate II (ammonia producing)"
"738","GRMZM2G173472","glycerol-3-phosphate shuttle"
"739","GRMZM2G011743","glycolysis III"
"740","GRMZM2G011743","glycolysis I"
"741","GRMZM2G011743","glycolysis IV (plant cytosol)"
"742","GRMZM2G011743","asparagine degradation I"
"743","GRMZM2G074754","threonine biosynthesis from homoserine"
"744","GRMZM2G074754","methionine biosynthesis II"
"745","GRMZM2G177224","glycolysis III"
"746","GRMZM2G177224","glycolysis I"
"747","GRMZM2G177224","glycolysis IV (plant cytosol)"
"748","GRMZM2G104613","leucine biosynthesis"
"749","GRMZM2G104918","UDP-glucose biosynthesis (from glucose 6-phosphate)"
